repo_name,owner,language,size_bytes,relative_size,created_at,stars
echomimic_v2,antgroup,Python,569172,0.9468619928998493,2024-11-20T08:35:35Z,3701
echomimic_v2,antgroup,Jupyter Notebook,28116,0.046773157836949394,2024-11-20T08:35:35Z,3701
echomimic_v2,antgroup,Shell,3826,0.006364849263201323,2024-11-20T08:35:35Z,3701
baiduyun,syhyz1990,JavaScript,151600,1.0,2020-08-29T09:26:16Z,3699
keyd,rvaiya,C,405453,0.8562658258590577,2021-07-25T02:03:13Z,3693
keyd,rvaiya,Python,46622,0.09845980997353822,2021-07-25T02:03:13Z,3693
keyd,rvaiya,Perl,6366,0.013444192662081083,2021-07-25T02:03:13Z,3693
keyd,rvaiya,Terra,4684,0.0098920198600672,2021-07-25T02:03:13Z,3693
keyd,rvaiya,Makefile,3378,0.007133911846137276,2021-07-25T02:03:13Z,3693
keyd,rvaiya,JavaScript,3023,0.00638419642121758,2021-07-25T02:03:13Z,3693
keyd,rvaiya,Turing,2099,0.004432824441989977,2021-07-25T02:03:13Z,3693
keyd,rvaiya,Shell,1785,0.003769695868962415,2021-07-25T02:03:13Z,3693
keyd,rvaiya,Raku,103,0.0002175230669485315,2021-07-25T02:03:13Z,3693
krr,robusta-dev,Python,197876,0.9874446085672083,2023-02-17T16:48:52Z,3687
krr,robusta-dev,Dockerfile,1810,0.009032296698470997,2023-02-17T16:48:52Z,3687
krr,robusta-dev,Shell,706,0.0035230947343207314,2023-02-17T16:48:52Z,3687
CamPhish,techchipnet,HTML,31864,0.49692773151180564,2020-04-11T13:04:59Z,3685
CamPhish,techchipnet,Shell,21850,0.3407566825738436,2020-04-11T13:04:59Z,3685
CamPhish,techchipnet,PHP,10408,0.16231558591435077,2020-04-11T13:04:59Z,3685
git-branchless,arxanas,Rust,2028180,0.9986641344472604,2020-12-10T19:32:11Z,3678
git-branchless,arxanas,Nix,2485,0.001223599667732372,2020-12-10T19:32:11Z,3678
git-branchless,arxanas,Dockerfile,228,0.00011226588500723573,2020-12-10T19:32:11Z,3678
Complete-Placement-Preparation,anushka23g,Python,735,1.0,2020-12-25T09:58:19Z,3668
downkyicore,yaobiao131,C#,2105409,0.9974327609828939,2023-11-25T14:00:58Z,3655
downkyicore,yaobiao131,Shell,3914,0.0018542486645051137,2023-11-25T14:00:58Z,3655
downkyicore,yaobiao131,PowerShell,1505,0.0007129903526009698,2023-11-25T14:00:58Z,3655
geemap,gee-community,Python,2112433,0.8517030165556159,2020-03-08T15:21:09Z,3655
geemap,gee-community,Jupyter Notebook,212683,0.08575076827056671,2020-03-08T15:21:09Z,3655
geemap,gee-community,TypeScript,131014,0.052822986107023254,2020-03-08T15:21:09Z,3655
geemap,gee-community,JavaScript,7618,0.00307146952358758,2020-03-08T15:21:09Z,3655
geemap,gee-community,TeX,5634,0.002271548870555582,2020-03-08T15:21:09Z,3655
geemap,gee-community,HTML,5331,0.0021493835692104734,2020-03-08T15:21:09Z,3655
geemap,gee-community,QML,3340,0.0013466406154873348,2020-03-08T15:21:09Z,3655
geemap,gee-community,Dockerfile,2193,0.0008841864879532111,2020-03-08T15:21:09Z,3655
fcitx5-android,fcitx5-android,Kotlin,1263373,0.8868233650731255,2021-06-10T13:53:32Z,3653
fcitx5-android,fcitx5-android,C++,128294,0.0900558400398707,2021-06-10T13:53:32Z,3653
fcitx5-android,fcitx5-android,CMake,28062,0.01969809175174873,2021-06-10T13:53:32Z,3653
fcitx5-android,fcitx5-android,Nix,3660,0.0025691331983251496,2021-06-10T13:53:32Z,3653
fcitx5-android,fcitx5-android,AIDL,1216,0.0008535699369298859,2021-06-10T13:53:32Z,3653
tinykv,talent-plan,Go,1185482,0.9899136661932043,2020-01-06T06:48:55Z,3647
tinykv,talent-plan,Shell,6833,0.005705763631247177,2020-01-06T06:48:55Z,3647
tinykv,talent-plan,Makefile,5246,0.004380570175548469,2020-01-06T06:48:55Z,3647
uptrace,uptrace,Go,1324598,0.5372781381901252,2021-12-22T11:53:18Z,3644
uptrace,uptrace,Vue,850037,0.3447886051109238,2021-12-22T11:53:18Z,3644
uptrace,uptrace,TypeScript,212856,0.08633779862463728,2021-12-22T11:53:18Z,3644
uptrace,uptrace,HTML,44566,0.018076682515435715,2021-12-22T11:53:18Z,3644
uptrace,uptrace,Python,9350,0.0037925095705094456,2021-12-22T11:53:18Z,3644
uptrace,uptrace,Shell,5941,0.00240976463726167,2021-12-22T11:53:18Z,3644
uptrace,uptrace,JavaScript,4765,0.0019327602249708566,2021-12-22T11:53:18Z,3644
uptrace,uptrace,SCSS,4465,0.0018110754259170775,2021-12-22T11:53:18Z,3644
uptrace,uptrace,Ragel,2749,0.0011150383753294616,2021-12-22T11:53:18Z,3644
uptrace,uptrace,Makefile,2707,0.0010980025034619326,2021-12-22T11:53:18Z,3644
uptrace,uptrace,Ruby,2438,0.0009888918003103774,2021-12-22T11:53:18Z,3644
uptrace,uptrace,Dockerfile,914,0.00037073302111718004,2021-12-22T11:53:18Z,3644
Project-Lightspeed,GRVYDEV,Rust,22378,0.3305660600330891,2021-01-04T02:26:47Z,3643
Project-Lightspeed,GRVYDEV,Go,19364,0.2860434885369889,2021-01-04T02:26:47Z,3643
Project-Lightspeed,GRVYDEV,JavaScript,15580,0.230146537461593,2021-01-04T02:26:47Z,3643
Project-Lightspeed,GRVYDEV,Shell,6610,0.09764240132356417,2021-01-04T02:26:47Z,3643
Project-Lightspeed,GRVYDEV,HTML,2038,0.030105176081304655,2021-01-04T02:26:47Z,3643
Project-Lightspeed,GRVYDEV,Dockerfile,1360,0.02008981328291184,2021-01-04T02:26:47Z,3643
Project-Lightspeed,GRVYDEV,CSS,366,0.005406523280548334,2021-01-04T02:26:47Z,3643
chatgpt-java,PlexPt,Java,146831,1.0,2022-12-07T04:55:33Z,3642
awfice,zserge,HTML,3059,1.0,2020-10-11T11:38:03Z,3633
null-ls.nvim,jose-elias-alvarez,Lua,828271,0.9987158401419931,2021-05-15T06:12:28Z,3629
null-ls.nvim,jose-elias-alvarez,Makefile,565,0.0006812679058909778,2021-05-15T06:12:28Z,3629
null-ls.nvim,jose-elias-alvarez,Shell,397,0.0004786962099800322,2021-05-15T06:12:28Z,3629
null-ls.nvim,jose-elias-alvarez,JavaScript,103,0.00012419574213587737,2021-05-15T06:12:28Z,3629
cozo,cozodb,Rust,2205638,0.9745419872961786,2022-10-14T09:28:11Z,3619
cozo,cozodb,C++,15177,0.006705825589327942,2022-10-14T09:28:11Z,3619
cozo,cozodb,C,14182,0.006266193484077806,2022-10-14T09:28:11Z,3619
cozo,cozodb,Shell,10414,0.004601335421180812,2022-10-14T09:28:11Z,3619
cozo,cozodb,JavaScript,6278,0.002773879755538039,2022-10-14T09:28:11Z,3619
cozo,cozodb,Swift,5849,0.0025843298327719003,2022-10-14T09:28:11Z,3619
cozo,cozodb,PowerShell,1489,0.0006579017132838707,2022-10-14T09:28:11Z,3619
cozo,cozodb,HTML,1430,0.000631833075887129,2022-10-14T09:28:11Z,3619
cozo,cozodb,Ruby,790,0.0003490546363292531,2022-10-14T09:28:11Z,3619
cozo,cozodb,Python,733,0.00032386968155612974,2022-10-14T09:28:11Z,3619
cozo,cozodb,Java,604,0.0002668721523327454,2022-10-14T09:28:11Z,3619
cozo,cozodb,CMake,413,0.0001824804617771918,2022-10-14T09:28:11Z,3619
cozo,cozodb,RenderScript,259,0.0001144368997585779,2022-10-14T09:28:11Z,3619
Train_Custom_Dataset,TommyZihao,Jupyter Notebook,150716809,0.9090160383630742,2022-07-23T06:44:09Z,3618
Train_Custom_Dataset,TommyZihao,HTML,15085336,0.09098396163692575,2022-07-23T06:44:09Z,3618
GKD_THS_List,Adpro-Team,TypeScript,7621,1.0,2024-02-02T10:43:20Z,3605
esm,facebookresearch,Python,268893,0.99167985129947,2020-08-31T17:41:48Z,3601
esm,facebookresearch,Shell,2256,0.008320148700529967,2020-08-31T17:41:48Z,3601
esbuild-loader,privatenumber,TypeScript,64373,1.0,2020-05-09T06:04:03Z,3601
ark-pixel-font,TakWolf,Python,55926,0.55409033715435,2021-05-11T18:12:13Z,3599
ark-pixel-font,TakWolf,HTML,45007,0.4459096628456501,2021-05-11T18:12:13Z,3599
openfga,openfga,Go,3282928,0.9972130276604347,2022-06-08T18:47:15Z,3590
openfga,openfga,Makefile,7519,0.0022839504110290596,2022-06-08T18:47:15Z,3590
openfga,openfga,Dockerfile,1277,0.0003878979485149766,2022-06-08T18:47:15Z,3590
openfga,openfga,HTML,379,0.00011512398002128122,2022-06-08T18:47:15Z,3590
speedtest-tracker,alexjustesen,PHP,439644,0.9286357011596224,2022-09-11T13:39:20Z,3588
speedtest-tracker,alexjustesen,Blade,22378,0.04726781150328454,2022-09-11T13:39:20Z,3588
speedtest-tracker,alexjustesen,CSS,6149,0.012988192552225249,2022-09-11T13:39:20Z,3588
speedtest-tracker,alexjustesen,Dockerfile,3260,0.006885917664702279,2022-09-11T13:39:20Z,3588
speedtest-tracker,alexjustesen,JavaScript,1038,0.0021925099803561244,2022-09-11T13:39:20Z,3588
speedtest-tracker,alexjustesen,Shell,961,0.0020298671398094755,2022-09-11T13:39:20Z,3588
learning-note,rbmonster,Java,657529,0.9749489935115002,2020-06-15T16:47:25Z,3583
learning-note,rbmonster,Python,14820,0.021974306964164976,2020-06-15T16:47:25Z,3583
learning-note,rbmonster,HTML,2075,0.00307669952433484,2020-06-15T16:47:25Z,3583
Emby.Plugins.JavScraper,JavScraper,C#,292042,0.7124974078095075,2020-01-20T07:48:25Z,3576
Emby.Plugins.JavScraper,JavScraper,HTML,114881,0.28027617502470203,2020-01-20T07:48:25Z,3576
Emby.Plugins.JavScraper,JavScraper,JavaScript,2962,0.007226417165790405,2020-01-20T07:48:25Z,3576
PairDrop,schlagmichdoch,JavaScript,257932,0.703005459268082,2023-01-07T13:25:11Z,6721
PairDrop,schlagmichdoch,HTML,58910,0.1605618985061284,2023-01-07T13:25:11Z,6721
PairDrop,schlagmichdoch,CSS,36874,0.10050177296749242,2023-01-07T13:25:11Z,6721
PairDrop,schlagmichdoch,Shell,12599,0.03433915055642016,2023-01-07T13:25:11Z,6721
PairDrop,schlagmichdoch,Dockerfile,490,0.0013355174039722103,2023-01-07T13:25:11Z,6721
PairDrop,schlagmichdoch,PowerShell,94,0.000256201297904873,2023-01-07T13:25:11Z,6721
wgcf,ViRb3,Go,27675,0.9156024614570237,2020-04-13T20:41:19Z,6706
wgcf,ViRb3,Shell,2289,0.07572950440018528,2020-04-13T20:41:19Z,6706
wgcf,ViRb3,Dockerfile,262,0.008668034142790975,2020-04-13T20:41:19Z,6706
Lhy_Machine_Learning,Fafa-DL,Jupyter Notebook,58252541,1.0,2021-02-28T05:42:46Z,6673
ZyPlayer,Hiram-Wong,TypeScript,1922391,0.5255132348000517,2023-02-06T10:41:27Z,6639
ZyPlayer,Hiram-Wong,JavaScript,745571,0.20381255841455218,2023-02-06T10:41:27Z,6639
ZyPlayer,Hiram-Wong,Vue,696939,0.19051830160894076,2023-02-06T10:41:27Z,6639
ZyPlayer,Hiram-Wong,CSS,200936,0.05492874620604403,2023-02-06T10:41:27Z,6639
ZyPlayer,Hiram-Wong,Less,71833,0.019636583918355897,2023-02-06T10:41:27Z,6639
ZyPlayer,Hiram-Wong,HTML,12114,0.003311536168431826,2023-02-06T10:41:27Z,6639
ZyPlayer,Hiram-Wong,Python,6843,0.0018706324913801374,2023-02-06T10:41:27Z,6639
ZyPlayer,Hiram-Wong,NSIS,936,0.0002558690650199925,2023-02-06T10:41:27Z,6639
ZyPlayer,Hiram-Wong,Shell,558,0.00015253732722345708,2023-02-06T10:41:27Z,6639
puck,measuredco,TypeScript,589907,0.6405279216478278,2023-06-02T12:23:41Z,6612
puck,measuredco,MDX,241750,0.2624949781208943,2023-06-02T12:23:41Z,6612
puck,measuredco,CSS,62662,0.0680391326536152,2023-06-02T12:23:41Z,6612
puck,measuredco,JavaScript,23467,0.025480743129526476,2023-06-02T12:23:41Z,6612
puck,measuredco,Handlebars,2732,0.0029664375603982757,2023-06-02T12:23:41Z,6612
puck,measuredco,Shell,452,0.0004907868877379285,2023-06-02T12:23:41Z,6612
LunaTranslator,HIllya51,C++,3618458,0.6340948810416486,2022-09-28T03:10:53Z,6607
LunaTranslator,HIllya51,Python,1911923,0.33504343210444665,2022-09-28T03:10:53Z,6607
LunaTranslator,HIllya51,HTML,83146,0.014570420046077337,2022-09-28T03:10:53Z,6607
LunaTranslator,HIllya51,CSS,30722,0.005383691875202511,2022-09-28T03:10:53Z,6607
LunaTranslator,HIllya51,CMake,26728,0.0046837873979692956,2022-09-28T03:10:53Z,6607
LunaTranslator,HIllya51,C,18965,0.0033234072135022333,2022-09-28T03:10:53Z,6607
LunaTranslator,HIllya51,JavaScript,10939,0.0019169391778803549,2022-09-28T03:10:53Z,6607
LunaTranslator,HIllya51,Batchfile,5612,0.0009834411432731102,2022-09-28T03:10:53Z,6607
StableCascade,Stability-AI,Jupyter Notebook,75213550,0.9967170054569304,2024-01-25T21:48:25Z,6594
StableCascade,Stability-AI,Python,241470,0.0031999188352056906,2024-01-25T21:48:25Z,6594
StableCascade,Stability-AI,Shell,5164,6.843243825320822e-05,2024-01-25T21:48:25Z,6594
StableCascade,Stability-AI,CSS,1105,1.4643269610727163e-05,2024-01-25T21:48:25Z,6594
k8sgpt,k8sgpt-ai,Go,574838,0.9874277900978602,2023-03-21T19:58:16Z,6585
k8sgpt,k8sgpt-ai,Makefile,4681,0.008040786248383168,2023-03-21T19:58:16Z,6585
k8sgpt,k8sgpt-ai,Smarty,1346,0.002312091068216993,2023-03-21T19:58:16Z,6585
k8sgpt,k8sgpt-ai,Dockerfile,1292,0.00221933258553964,2023-03-21T19:58:16Z,6585
Sub-Store,sub-store-org,JavaScript,706578,0.9994992446232452,2020-08-19T06:14:01Z,6566
Sub-Store,sub-store-org,Vim Snippet,354,0.0005007553767547657,2020-08-19T06:14:01Z,6566
shadcn-svelte,huntabyte,Svelte,1169430,0.7130249003565033,2023-05-16T03:26:53Z,6564
shadcn-svelte,huntabyte,TypeScript,335634,0.20464277417738097,2023-05-16T03:26:53Z,6564
shadcn-svelte,huntabyte,JavaScript,125226,0.07635280108432611,2023-05-16T03:26:53Z,6564
shadcn-svelte,huntabyte,CSS,8637,0.005266151941013245,2023-05-16T03:26:53Z,6564
shadcn-svelte,huntabyte,HTML,1170,0.0007133724407763687,2023-05-16T03:26:53Z,6564
sshx,ekzhang,Rust,125751,0.45352120803384344,2022-02-12T23:29:33Z,6558
sshx,ekzhang,TypeScript,78157,0.281873361295744,2022-02-12T23:29:33Z,6558
sshx,ekzhang,Svelte,63650,0.2295538396621429,2022-02-12T23:29:33Z,6558
sshx,ekzhang,Shell,5087,0.018346274663964195,2022-02-12T23:29:33Z,6558
sshx,ekzhang,JavaScript,2344,0.008453640222593291,2022-02-12T23:29:33Z,6558
sshx,ekzhang,HTML,989,0.0035668302816317258,2022-02-12T23:29:33Z,6558
sshx,ekzhang,CSS,656,0.0023658651817496583,2022-02-12T23:29:33Z,6558
sshx,ekzhang,Dockerfile,643,0.0023189806583308386,2022-02-12T23:29:33Z,6558
qrbtf,latentcat,TypeScript,366741,0.9884562723705205,2020-05-01T04:29:10Z,6555
qrbtf,latentcat,CSS,2508,0.006759670533442581,2020-05-01T04:29:10Z,6555
qrbtf,latentcat,JavaScript,1775,0.004784057096036914,2020-05-01T04:29:10Z,6555
windicss,windicss,TypeScript,770130,0.9699162612387392,2020-12-29T07:17:33Z,6546
windicss,windicss,JavaScript,11255,0.014174759482479595,2020-12-29T07:17:33Z,6546
windicss,windicss,HTML,8195,0.010320937712920504,2020-12-29T07:17:33Z,6546
windicss,windicss,CSS,3674,0.00462710496122879,2020-12-29T07:17:33Z,6546
windicss,windicss,Vue,763,0.0009609366046318908,2020-12-29T07:17:33Z,6546
Figma-Context-MCP,GLips,TypeScript,54078,0.9730809371288732,2025-02-13T02:55:06Z,6544
Figma-Context-MCP,GLips,JavaScript,1496,0.026919062871126786,2025-02-13T02:55:06Z,6544
metaseq,facebookresearch,Python,1458167,0.8021232377863494,2022-05-02T22:09:05Z,6525
metaseq,facebookresearch,Cuda,184142,0.10129469207056116,2022-05-02T22:09:05Z,6525
metaseq,facebookresearch,C++,111091,0.061110059827799795,2022-05-02T22:09:05Z,6525
metaseq,facebookresearch,Scala,30652,0.01686136189107776,2022-05-02T22:09:05Z,6525
metaseq,facebookresearch,Cython,13339,0.007337651907382429,2022-05-02T22:09:05Z,6525
metaseq,facebookresearch,HTML,11108,0.006110400883664744,2022-05-02T22:09:05Z,6525
metaseq,facebookresearch,C,6096,0.0033533492786118366,2022-05-02T22:09:05Z,6525
metaseq,facebookresearch,Dockerfile,1672,0.0009197506551573148,2022-05-02T22:09:05Z,6525
metaseq,facebookresearch,Shell,1617,0.000889495699395561,2022-05-02T22:09:05Z,6525
GLM-4,THUDM,Python,84770,1.0,2024-05-15T05:17:08Z,6525
gao,gaotianliuyun,JavaScript,1400023,0.9946912777665284,2022-09-29T10:06:05Z,6521
gao,gaotianliuyun,Python,7472,0.005308722233471522,2022-09-29T10:06:05Z,6521
certimate,usual2970,Go,1315936,0.5909644505918914,2024-08-21T03:54:39Z,6505
certimate,usual2970,TypeScript,904703,0.4062867125330076,2024-08-21T03:54:39Z,6505
certimate,usual2970,JavaScript,3641,0.0016351111031274138,2024-08-21T03:54:39Z,6505
certimate,usual2970,Makefile,988,0.0004436939768991719,2024-08-21T03:54:39Z,6505
certimate,usual2970,CSS,627,0.00028157502380139754,2024-08-21T03:54:39Z,6505
certimate,usual2970,HTML,436,0.00019580017604052524,2024-08-21T03:54:39Z,6505
certimate,usual2970,Dockerfile,429,0.00019265659523253517,2024-08-21T03:54:39Z,6505
langchaingo,tmc,Go,1414979,0.9990172066499526,2023-02-18T20:04:54Z,6501
langchaingo,tmc,Makefile,1392,0.00098279335004741,2023-02-18T20:04:54Z,6501
chai-backend,hiteshchoudhary,JavaScript,37200,1.0,2023-11-01T09:00:45Z,6490
shuttle,shuttle-hq,Rust,407225,0.9489239043304811,2022-02-19T18:37:55Z,6484
shuttle,shuttle-hq,Shell,12144,0.02829819361333259,2022-02-19T18:37:55Z,6484
shuttle,shuttle-hq,PowerShell,9775,0.02277790205618627,2022-02-19T18:37:55Z,6484
DeepSpeedExamples,deepspeedai,Python,4222754,0.9393966021805148,2020-01-29T21:27:22Z,6478
DeepSpeedExamples,deepspeedai,Shell,242599,0.05396873137587241,2020-01-29T21:27:22Z,6478
DeepSpeedExamples,deepspeedai,C++,26594,0.005916118542161966,2020-01-29T21:27:22Z,6478
DeepSpeedExamples,deepspeedai,C,2951,0.0006564813799323141,2020-01-29T21:27:22Z,6478
DeepSpeedExamples,deepspeedai,Makefile,279,6.206652151850751e-05,2020-01-29T21:27:22Z,6478
register,is-a-dev,JavaScript,36315,1.0,2020-10-04T20:05:28Z,6478
missing-semester-cn.github.io,missing-semester-cn,CSS,14413,0.46148181352459017,2020-05-16T13:16:20Z,6477
missing-semester-cn.github.io,missing-semester-cn,HTML,9955,0.3187435963114754,2020-05-16T13:16:20Z,6477
missing-semester-cn.github.io,missing-semester-cn,Vim Script,3254,0.10418801229508197,2020-05-16T13:16:20Z,6477
missing-semester-cn.github.io,missing-semester-cn,Python,3238,0.10367571721311475,2020-05-16T13:16:20Z,6477
missing-semester-cn.github.io,missing-semester-cn,C,323,0.010341956967213115,2020-05-16T13:16:20Z,6477
missing-semester-cn.github.io,missing-semester-cn,Ruby,49,0.0015689036885245902,2020-05-16T13:16:20Z,6477
promptfoo,promptfoo,TypeScript,6036117,0.9662123561054201,2023-04-28T15:48:49Z,6475
promptfoo,promptfoo,CSS,167285,0.026777617794866336,2023-04-28T15:48:49Z,6475
promptfoo,promptfoo,JavaScript,23677,0.0037900209614074795,2023-04-28T15:48:49Z,6475
promptfoo,promptfoo,Go,7483,0.0011978175805301419,2023-04-28T15:48:49Z,6475
promptfoo,promptfoo,Python,5782,0.000925535380278669,2023-04-28T15:48:49Z,6475
promptfoo,promptfoo,Smarty,1802,0.00028844945611590484,2023-04-28T15:48:49Z,6475
promptfoo,promptfoo,HTML,1784,0.0002855681629915506,2023-04-28T15:48:49Z,6475
promptfoo,promptfoo,Shell,1648,0.0002637983927186521,2023-04-28T15:48:49Z,6475
promptfoo,promptfoo,Dockerfile,1617,0.0002588361656711532,2023-04-28T15:48:49Z,6475
alphafold3,google-deepmind,Python,1202087,0.8597020582724243,2024-11-11T10:38:11Z,6442
alphafold3,google-deepmind,C++,184762,0.1321370846623661,2024-11-11T10:38:11Z,6442
alphafold3,google-deepmind,Shell,5086,0.00363737788394147,2024-11-11T10:38:11Z,6442
alphafold3,google-deepmind,Dockerfile,3455,0.0024709281535622847,2024-11-11T10:38:11Z,6442
alphafold3,google-deepmind,CMake,2870,0.002052551027705863,2024-11-11T10:38:11Z,6442
mmpose,open-mmlab,Python,6836000,0.9878986747764149,2020-07-08T06:02:55Z,6419
mmpose,open-mmlab,C++,46767,0.006758492879354681,2020-07-08T06:02:55Z,6419
mmpose,open-mmlab,Jupyter Notebook,25948,0.0037498529568605055,2020-07-08T06:02:55Z,6419
mmpose,open-mmlab,Shell,7984,0.0011538009098032325,2020-07-08T06:02:55Z,6419
mmpose,open-mmlab,Dockerfile,3039,0.00043917847756663617,2020-07-08T06:02:55Z,6419
vggt,facebookresearch,Python,241430,1.0,2025-02-18T18:32:14Z,6403
intentkit,crestalnetwork,Python,1334591,0.9958363522266934,2024-12-09T04:32:22Z,6401
intentkit,crestalnetwork,Shell,4442,0.003314502403051551,2024-12-09T04:32:22Z,6401
intentkit,crestalnetwork,Dockerfile,1138,0.0008491453702549898,2024-12-09T04:32:22Z,6401
MegaParse,QuivrHQ,Python,166436,0.9894183668616541,2024-05-29T08:40:29Z,6392
MegaParse,QuivrHQ,Dockerfile,1133,0.006735387834688734,2024-05-29T08:40:29Z,6392
MegaParse,QuivrHQ,Makefile,647,0.0038462453036572026,2024-05-29T08:40:29Z,6392
gemma.cpp,google,C++,1137419,0.8955469839372703,2024-02-13T04:36:03Z,6391
gemma.cpp,google,Python,84712,0.06669800320136558,2024-02-13T04:36:03Z,6391
gemma.cpp,google,Starlark,27115,0.021348998451282318,2024-02-13T04:36:03Z,6391
gemma.cpp,google,Shell,8690,0.006842072525968775,2024-02-13T04:36:03Z,6391
gemma.cpp,google,CMake,6417,0.0050524257076112345,2024-02-13T04:36:03Z,6391
gemma.cpp,google,C,5730,0.004511516176501851,2024-02-13T04:36:03Z,6391
m3u8-downloader,Momo707577045,JavaScript,596558,0.8910101115708035,2020-02-26T07:13:43Z,6388
m3u8-downloader,Momo707577045,HTML,72972,0.1089898884291966,2020-02-26T07:13:43Z,6388
infinigen,princeton-vl,Python,6553225,0.8451911397397474,2023-06-17T09:40:36Z,6385
infinigen,princeton-vl,C,619288,0.07987162512307279,2023-06-17T09:40:36Z,6385
infinigen,princeton-vl,C++,386334,0.04982677594317539,2023-06-17T09:40:36Z,6385
infinigen,princeton-vl,Cython,61721,0.007960361857845098,2023-06-17T09:40:36Z,6385
infinigen,princeton-vl,Cuda,38111,0.004915301935554099,2023-06-17T09:40:36Z,6385
infinigen,princeton-vl,Shell,38032,0.004905113043819199,2023-06-17T09:40:36Z,6385
infinigen,princeton-vl,Jupyter Notebook,20151,0.0025989412322780995,2023-06-17T09:40:36Z,6385
infinigen,princeton-vl,HTML,16693,0.0021529515155782994,2023-06-17T09:40:36Z,6385
infinigen,princeton-vl,GLSL,14013,0.0018073030364702996,2023-06-17T09:40:36Z,6385
infinigen,princeton-vl,Makefile,2949,0.0003803423003318999,2023-06-17T09:40:36Z,6385
infinigen,princeton-vl,CMake,1906,0.0002458231347686,2023-06-17T09:40:36Z,6385
infinigen,princeton-vl,Dockerfile,1119,0.00014432113735889996,2023-06-17T09:40:36Z,6385
starlight,withastro,TypeScript,951510,0.8442857142857143,2023-03-16T15:55:33Z,6376
starlight,withastro,Astro,103996,0.09227684117125111,2023-03-16T15:55:33Z,6376
starlight,withastro,CSS,32921,0.029211180124223603,2023-03-16T15:55:33Z,6376
starlight,withastro,HTML,18838,0.01671517302573203,2023-03-16T15:55:33Z,6376
starlight,withastro,JavaScript,11726,0.010404614019520851,2023-03-16T15:55:33Z,6376
starlight,withastro,MDX,7601,0.006744454303460515,2023-03-16T15:55:33Z,6376
starlight,withastro,Dockerfile,408,0.00036202307009760426,2023-03-16T15:55:33Z,6376
datree,datreeio,Go,386718,0.9603725088470851,2021-04-14T11:44:56Z,6374
datree,datreeio,Shell,7800,0.01937046004842615,2021-04-14T11:44:56Z,6374
datree,datreeio,PowerShell,2876,0.007142236294778667,2021-04-14T11:44:56Z,6374
datree,datreeio,Makefile,1960,0.004867448935245545,2021-04-14T11:44:56Z,6374
datree,datreeio,Python,1806,0.004485006518904824,2021-04-14T11:44:56Z,6374
datree,datreeio,Dockerfile,1515,0.0037623393555596945,2021-04-14T11:44:56Z,6374
lancedb,lancedb,Rust,952764,0.3873247967972135,2023-02-28T01:15:17Z,6366
lancedb,lancedb,Python,945832,0.38450674795049145,2023-02-28T01:15:17Z,6366
lancedb,lancedb,TypeScript,516154,0.20983081137203854,2023-02-28T01:15:17Z,6366
lancedb,lancedb,Shell,18587,0.0075561272236039645,2023-02-28T01:15:17Z,6366
lancedb,lancedb,JavaScript,13088,0.005320632329183229,2023-02-28T01:15:17Z,6366
lancedb,lancedb,Java,8834,0.0035912642111861743,2023-02-28T01:15:17Z,6366
lancedb,lancedb,PowerShell,2026,0.0008236247783408636,2023-02-28T01:15:17Z,6366
lancedb,lancedb,Dockerfile,1705,0.0006931294408051196,2023-02-28T01:15:17Z,6366
lancedb,lancedb,Makefile,868,0.00035286589713715184,2023-02-28T01:15:17Z,6366
30dayMakeCppServer,yuesong-feng,C++,270606,0.6789711782372734,2021-11-30T05:18:50Z,6365
30dayMakeCppServer,yuesong-feng,Python,87224,0.21885169601031731,2021-11-30T05:18:50Z,6365
30dayMakeCppServer,yuesong-feng,CMake,35377,0.08876360233143396,2021-11-30T05:18:50Z,6365
30dayMakeCppServer,yuesong-feng,Makefile,2937,0.007369157928807461,2021-11-30T05:18:50Z,6365
30dayMakeCppServer,yuesong-feng,C,2409,0.006044365492167918,2021-11-30T05:18:50Z,6365
GOAD,Orange-Cyberdefense,PowerShell,242331,0.30942008074792704,2021-09-27T08:48:33Z,6360
GOAD,Orange-Cyberdefense,JavaScript,227022,0.2898728003084867,2021-09-27T08:48:33Z,6360
GOAD,Orange-Cyberdefense,Python,173141,0.22107490251258335,2021-09-27T08:48:33Z,6360
GOAD,Orange-Cyberdefense,HCL,54566,0.06967253932056314,2021-09-27T08:48:33Z,6360
GOAD,Orange-Cyberdefense,Shell,39781,0.050794327726264014,2021-09-27T08:48:33Z,6360
GOAD,Orange-Cyberdefense,Jinja,21281,0.027172622315744313,2021-09-27T08:48:33Z,6360
GOAD,Orange-Cyberdefense,HTML,11751,0.015004251906973893,2021-09-27T08:48:33Z,6360
GOAD,Orange-Cyberdefense,Ruby,6805,0.008688957044247924,2021-09-27T08:48:33Z,6360
GOAD,Orange-Cyberdefense,Batchfile,3514,0.004486847179057635,2021-09-27T08:48:33Z,6360
GOAD,Orange-Cyberdefense,ASP.NET,1331,0.0016994859406163094,2021-09-27T08:48:33Z,6360
GOAD,Orange-Cyberdefense,Smarty,719,0.0009180543886574955,2021-09-27T08:48:33Z,6360
GOAD,Orange-Cyberdefense,CSS,537,0.000685667881375626,2021-09-27T08:48:33Z,6360
GOAD,Orange-Cyberdefense,Dockerfile,399,0.0005094627275025601,2021-09-27T08:48:33Z,6360
dog,ogham,Rust,254731,0.9668861854965743,2020-04-25T16:53:10Z,6348
